week	team1	team2	home	what row do we find team1 in team2	what is team 2 in the previous row	does team1 in first row = team2 in dup row?	row number
16	MIN	GB	FALSE	23	MIN	TRUE	501
16	NE	BUF	TRUE	17	NE	TRUE	502
16	NO	ATL	TRUE	21	NO	TRUE	503
16	NYG	ARI	FALSE	10	NYG	TRUE	504
16	NYJ	LAC	TRUE	5	NYJ	TRUE	505
16	OAK	PHI	FALSE	32	OAK	TRUE	506
16	PHI	OAK	TRUE	33	PHI	TRUE	507
16	PIT	HOU	FALSE	9	PIT	TRUE	508
16	SEA	DAL	FALSE	13	SEA	TRUE	509
16	SF	JAC	TRUE	6	SF	TRUE	510
16	TB	CAR	FALSE	20	TB	TRUE	511
16	TEN	LAR	TRUE	26	TEN	TRUE	512
16	WAS	DEN	TRUE	27	WAS	TRUE	513
17	ARI	SEA	FALSE	12	ARI	TRUE	514
17	ATL	CAR	TRUE	7	ATL	TRUE	515
17	BAL	CIN	TRUE	8	BAL	TRUE	516
17	BUF	MIA	FALSE	25	BUF	TRUE	517
17	CAR	ATL	FALSE	30	CAR	TRUE	518
17	CHI	MIN	FALSE	3	CHI	TRUE	519
17	CIN	BAL	FALSE	4	CIN	TRUE	520
17	CLE	PIT	FALSE	28	CLE	TRUE	521
17	DAL	PHI	FALSE	24	DAL	TRUE	522
17	DEN	KC	TRUE	18	DEN	TRUE	523
17	DET	GB	TRUE	2	DET	TRUE	524
17	GB	DET	FALSE	29	GB	TRUE	525
17	HOU	IND	FALSE	16	HOU	TRUE	526
17	IND	HOU	TRUE	19	IND	TRUE	527
17	JAC	TEN	FALSE	14	JAC	TRUE	528
17	KC	DEN	FALSE	22	KC	TRUE	529
17	LAC	OAK	TRUE	11	LAC	TRUE	530
17	LAR	SF	TRUE	15	LAR	TRUE	531
17	MIA	BUF	TRUE	31	MIA	TRUE	532
17	MIN	CHI	TRUE	23	MIN	TRUE	533
17	NE	NYJ	TRUE	17	NE	TRUE	534
17	NO	TB	FALSE	21	NO	TRUE	535
17	NYG	WAS	TRUE	10	NYG	TRUE	536
17	NYJ	NE	FALSE	5	NYJ	TRUE	537
17	OAK	LAC	FALSE	32	OAK	TRUE	538
17	PHI	DAL	TRUE	33	PHI	TRUE	539
17	PIT	CLE	TRUE	9	PIT	TRUE	540
17	SEA	ARI	TRUE	13	SEA	TRUE	541
17	SF	LAR	FALSE	6	SF	TRUE	542
17	TB	NO	TRUE	20	TB	TRUE	543
17	TEN	JAC	TRUE	26	TEN	TRUE	544
17	WAS	NYG	FALSE	27	WAS	TRUE	545
